date,Borough,Price,Year,PricePercent
Feb-04,Hillingdon,208923.8348,2004,73.03318083
Mar-04,Hillingdon,210814.1677,2004,74.5987768
Apr-04,Hillingdon,213141.5388,2004,76.52633296
May-04,Hillingdon,213222.3018,2004,76.59322183
Jun-04,Hillingdon,214923.2178,2004,78.00194049
Jul-04,Hillingdon,216563.1084,2004,79.3601172
Aug-04,Hillingdon,219494.6621,2004,81.78806451
Sep-04,Hillingdon,219807.3466,2004,82.04703349
Oct-04,Hillingdon,220022.6857,2004,82.22537987
Nov-04,Hillingdon,221945.138,2004,83.81757751
Dec-04,Hillingdon,222272.9452,2004,84.08907129
Jan-05,Hillingdon,221716.9699,2005,83.628606
Feb-05,Hillingdon,219851.9445,2005,82.08397
Mar-05,Hillingdon,218712.056,2005,81.13990092
Apr-05,Hillingdon,219044.6292,2005,81.41534196
May-05,Hillingdon,220477.2906,2005,82.601889
Jun-05,Hillingdon,224087.6419,2005,85.59202448
Jul-05,Hillingdon,226212.625,2005,87.35196051
Aug-05,Hillingdon,226830.3893,2005,87.86360018
Sep-05,Hillingdon,225351.7166,2005,86.63894603
Oct-05,Hillingdon,224284.0443,2005,85.75468726
Nov-05,Hillingdon,224278.7702,2005,85.75031919
Dec-05,Hillingdon,223949.3197,2005,85.4774644
Jan-06,Hillingdon,225769.7371,2006,86.98515553
Feb-06,Hillingdon,225182.6936,2006,86.49895919
Mar-06,Hillingdon,227319.1042,2006,88.26835962
Apr-06,Hillingdon,226107.9628,2006,87.26527804
May-06,Hillingdon,228713.3527,2006,89.42309265
Jun-06,Hillingdon,229687.805,2006,90.23014552
Jul-06,Hillingdon,233733.6477,2006,93.5809601
Aug-06,Hillingdon,234559.5675,2006,94.2649966
Sep-06,Hillingdon,236146.5556,2006,95.57935884
Oct-06,Hillingdon,234735.4443,2006,94.41065984
Nov-06,Hillingdon,236037.0736,2006,95.48868456
Dec-06,Hillingdon,238867.8197,2006,97.83314182
Jan-07,Hillingdon,241030.373,2007,99.62419394
Feb-07,Hillingdon,243109.9167,2007,101.3464965
Mar-07,Hillingdon,243651.2107,2007,101.7948026
Apr-07,Hillingdon,247037.5488,2007,104.5994077
May-07,Hillingdon,250417.8072,2007,107.3989775
Jun-07,Hillingdon,253128.4709,2007,109.6439811
Jul-07,Hillingdon,257856.966,2007,113.5601765
Aug-07,Hillingdon,259959.2936,2007,115.3013489
Sep-07,Hillingdon,260670.0843,2007,115.8900342
Oct-07,Hillingdon,260233.283,2007,115.5282702
Nov-07,Hillingdon,263276.4256,2007,118.0486367
Dec-07,Hillingdon,265692.5441,2007,120.0496945
Jan-08,Hillingdon,266872.527,2008,121.0269703
Feb-08,Hillingdon,264530.3291,2008,119.0871344
Mar-08,Hillingdon,263023.6324,2008,117.8392704
Apr-08,Hillingdon,259770.7217,2008,115.1451715
May-08,Hillingdon,258195.1713,2008,113.8402821
Jun-08,Hillingdon,258128.4958,2008,113.7850606
Jul-08,Hillingdon,257672.4598,2008,113.4073662
Aug-08,Hillingdon,254270.7101,2008,110.5899971
Sep-08,Hillingdon,251644.6632,2008,108.4150741
Oct-08,Hillingdon,247077.151,2008,104.6322067
Nov-08,Hillingdon,246224.2828,2008,103.9258512
Dec-08,Hillingdon,239553.3155,2008,98.40087752
Jan-09,Hillingdon,233126.4202,2009,93.07804713
Feb-09,Hillingdon,223915.9993,2009,85.44986805
Mar-09,Hillingdon,219678.689,2009,81.94047775
Apr-09,Hillingdon,218721.5891,2009,81.14779634
May-09,Hillingdon,221725.5383,2009,83.63570245
Jun-09,Hillingdon,222638.0543,2009,84.39145895
Jul-09,Hillingdon,224728.4215,2009,86.12272569
Aug-09,Hillingdon,227082.5294,2009,88.07242558
Sep-09,Hillingdon,231533.1126,2009,91.75845101
Oct-09,Hillingdon,236110.3261,2009,95.54935314
Nov-09,Hillingdon,238530.7166,2009,97.55394906
Dec-09,Hillingdon,241518.1303,2009,100.0281603
Jan-10,Hillingdon,240247.8046,2010,98.97606157
Feb-10,Hillingdon,240016.311,2010,98.78433584
Mar-10,Hillingdon,239574.8445,2010,98.41870809
Apr-10,Hillingdon,244121.5007,2010,102.1843023
May-10,Hillingdon,245413.1513,2010,103.2540625
Jun-10,Hillingdon,249688.8942,2010,106.7952832
Jul-10,Hillingdon,250974.3048,2010,107.8598754
Aug-10,Hillingdon,253690.0205,2010,110.1090631
Sep-10,Hillingdon,255745.5891,2010,111.8115092
Oct-10,Hillingdon,253762.9504,2010,110.1694645
Nov-10,Hillingdon,253605.8396,2010,110.0393435
Dec-10,Hillingdon,249057.105,2010,106.2720279
Jan-11,Hillingdon,250781.2776,2011,107.700008
Feb-11,Hillingdon,251481.7724,2011,108.280166
Mar-11,Hillingdon,252504.2127,2011,109.1269631
Apr-11,Hillingdon,251264.6174,2011,108.1003157
May-11,Hillingdon,250059.6718,2011,107.1023656
Jun-11,Hillingdon,248749.8758,2011,106.0175771
Jul-11,Hillingdon,249619.671,2011,106.7379517
Aug-11,Hillingdon,250786.4027,2011,107.7042526
Sep-11,Hillingdon,251566.3344,2011,108.3502013
Oct-11,Hillingdon,253519.6096,2011,109.9679268
Nov-11,Hillingdon,253903.3813,2011,110.285771
Dec-11,Hillingdon,257143.133,2011,112.9689716
Jan-12,Hillingdon,254452.6904,2012,110.7407153
Feb-12,Hillingdon,256004.9613,2012,112.0263243
Mar-12,Hillingdon,252970.0163,2012,109.5127472
Apr-12,Hillingdon,254684.8409,2012,110.9329851
May-12,Hillingdon,256015.8657,2012,112.0353555
Jun-12,Hillingdon,258456.2968,2012,114.0565493
Jul-12,Hillingdon,261570.1175,2012,116.6354523
Aug-12,Hillingdon,262452.9302,2012,117.3666081
Sep-12,Hillingdon,265773.0962,2012,120.1164087
Oct-12,Hillingdon,268132.8367,2012,122.0707736
Nov-12,Hillingdon,268474.6956,2012,122.3539052
Dec-12,Hillingdon,266728.8166,2012,120.9079476
Jan-13,Hillingdon,265335.5772,2013,119.7540503
Feb-13,Hillingdon,262471.4864,2013,117.3819766
Mar-13,Hillingdon,261560.6846,2013,116.6276398
Apr-13,Hillingdon,263019.1253,2013,117.8355376
May-13,Hillingdon,268039.9822,2013,121.9938704
Jun-13,Hillingdon,271751.4764,2013,125.0677736
Jul-13,Hillingdon,272368.692,2013,125.5789589
Aug-13,Hillingdon,271614.5104,2013,124.9543368
Sep-13,Hillingdon,273028.9563,2013,126.1257975
Oct-13,Hillingdon,276683.4739,2013,129.152512
Nov-13,Hillingdon,278966.7521,2013,131.0435499
Dec-13,Hillingdon,282296.4287,2013,133.8012273
Jan-14,Hillingdon,282891.8242,2014,134.2943409
Feb-14,Hillingdon,286928.4961,2014,137.6375601
Mar-14,Hillingdon,287161.5087,2014,137.8305439
Apr-14,Hillingdon,291282.4468,2014,141.2435534
May-14,Hillingdon,300059.9529,2014,148.5131873
Jun-14,Hillingdon,307903.4583,2014,155.0092709
Jul-14,Hillingdon,313332.0838,2014,159.5053224
Aug-14,Hillingdon,315051.2349,2014,160.9291436
Sep-14,Hillingdon,318436.6628,2014,163.7329949
Oct-14,Hillingdon,320560.478,2014,165.4919637
Nov-14,Hillingdon,321913.6739,2014,166.6126964
Dec-14,Hillingdon,323861.5508,2014,168.225951
Jan-15,Hillingdon,330607.1132,2015,173.8127053
Feb-15,Hillingdon,335058.3654,2015,177.4992848
Mar-15,Hillingdon,338726.1434,2015,180.5369817
Apr-15,Hillingdon,339858.39,2015,181.4747217
May-15,Hillingdon,342641.2783,2015,183.7795425
Jun-15,Hillingdon,345461.8133,2015,186.1155429
Jul-15,Hillingdon,348921.7016,2015,188.9810631
Aug-15,Hillingdon,357136.5115,2015,195.7846654
Sep-15,Hillingdon,364788.6141,2015,202.1222269
Oct-15,Hillingdon,373029.5416,2015,208.9474601
Nov-15,Hillingdon,376566.1248,2015,211.8765
Dec-15,Hillingdon,380184.5467,2015,214.8733196
Jan-16,Hillingdon,384181.4273,2016,218.1835832
Feb-16,Hillingdon,390840.0268,2016,223.6983138
Mar-16,Hillingdon,393896.7005,2016,226.2298869
Apr-16,Hillingdon,394461.5368,2016,226.697691
May-16,Hillingdon,397011.9369,2016,228.8099624
Jun-16,Hillingdon,401761.2195,2016,232.7433742
Jul-16,Hillingdon,407913.2137,2016,237.8385283
Aug-16,Hillingdon,407473.3427,2016,237.4742219
Sep-16,Hillingdon,405837.9419,2016,236.1197637
Oct-16,Hillingdon,406858.7429,2016,236.9652031
Nov-16,Hillingdon,407782.3442,2016,237.7301406
Dec-16,Hillingdon,411479.4034,2016,240.7920886
Jan-17,Hillingdon,410397.3078,2017,239.8958843
Feb-17,Hillingdon,414500.0502,2017,243.2938238
Mar-17,Hillingdon,413466.1343,2017,242.4375225
Apr-17,Hillingdon,411932.8075,2017,241.1676032
May-17,Hillingdon,409103.9719,2017,238.8247282
Jun-17,Hillingdon,410610.4071,2017,240.0723756
Jul-17,Hillingdon,415979.626,2017,244.5192259
Aug-17,Hillingdon,414569.7236,2017,243.3515282
Sep-17,Hillingdon,419451.6107,2017,247.3947646
Oct-17,Hillingdon,418374.542,2017,246.5027236
Nov-17,Hillingdon,415389.6503,2017,244.0306011
Dec-17,Hillingdon,409262.7425,2017,238.9562239
Jan-18,Hillingdon,404924.8429,2018,235.3635244
Feb-18,Hillingdon,407208.0401,2018,237.2544952
Mar-18,Hillingdon,406258.575,2018,236.468137
Apr-18,Hillingdon,408618.1947,2018,238.4224018
May-18,Hillingdon,411590.7639,2018,240.8843187
Jun-18,Hillingdon,415959.9033,2018,244.5028914
Jul-18,Hillingdon,416300.2936,2018,244.7848066
Aug-18,Hillingdon,414743.4778,2018,243.4954334
Sep-18,Hillingdon,410924.1187,2018,240.3321952
Oct-18,Hillingdon,408509.8826,2018,238.3326965
Nov-18,Hillingdon,407232.4161,2018,237.2746837
Dec-18,Hillingdon,410922.4395,2018,240.3308045
Jan-19,Hillingdon,413405.0796,2019,242.3869563
Feb-19,Hillingdon,413658.0973,2019,242.5965085
Mar-19,Hillingdon,409663.0356,2019,239.2877514
Apr-19,Hillingdon,404953.3298,2019,235.3871176
May-19,Hillingdon,401052.9345,2019,232.1567642
Jun-19,Hillingdon,395982.4275,2019,227.9573106
Jul-19,Hillingdon,398547.4882,2019,230.0817241
Aug-19,Hillingdon,397385.2302,2019,229.1191283
Sep-19,Hillingdon,403944.6276,2019,234.5516985
Oct-19,Hillingdon,403300.2883,2019,234.0180491
Nov-19,Hillingdon,407117.086,2019,237.1791659
Dec-19,Hillingdon,404318.708,2019,234.8615163
Jan-20,Hillingdon,405029.749,2020,235.4504088
Feb-20,Hillingdon,404051.1448,2020,234.6399173
Mar-20,Hillingdon,409234.3119,2020,238.9326774
Apr-20,Hillingdon,403517.4452,2020,234.197901
May-20,Hillingdon,407142.0724,2020,237.19986
Jun-20,Hillingdon,403039.4927,2020,233.8020551
Jul-20,Hillingdon,408572.9547,2020,238.3849335
Aug-20,Hillingdon,410160.5501,2020,239.6997987
Sep-20,Hillingdon,410313.6412,2020,239.8265906
Oct-20,Hillingdon,414765.25,2020,243.5134654
Nov-20,Hillingdon,415694.6426,2020,244.2831993
Dec-20,Hillingdon,426361.8057,2020,253.1178695
Jan-21,Hillingdon,427090.177,2021,253.7211151
Feb-21,Hillingdon,427816.5742,2021,254.3227259
Mar-21,Hillingdon,425447.7916,2021,252.3608722
Apr-21,Hillingdon,426391.3465,2021,253.1423355
May-21,Hillingdon,424419.4067,2021,251.5091517
Jun-21,Hillingdon,426840.2414,2021,253.5141155
Jul-21,Hillingdon,427569.5221,2021,254.1181144
Aug-21,Hillingdon,431996.8407,2021,257.7848718
Sep-21,Hillingdon,435107.8559,2021,260.3614512
Oct-21,Hillingdon,439219.3602,2021,263.7666475
Nov-21,Hillingdon,442988.7614,2021,266.88851
Dec-21,Hillingdon,440275.7327,2021,264.6415477
Jan-22,Hillingdon,439440.3549,2022,263.949678
Feb-22,Hillingdon,441370.113,2022,265.5479263
Mar-22,Hillingdon,447179.914,2022,270.359672
Apr-22,Hillingdon,448847.2133,2022,271.7405489
May-22,Hillingdon,450569.7497,2022,273.1671738
Jun-22,Hillingdon,457174.9044,2022,278.6376407
Jul-22,Hillingdon,461630.381,2022,282.3277189
Aug-22,Hillingdon,468132.4763,2022,287.7128309
Sep-22,Hillingdon,469384.5391,2022,288.749804
Jan-95,Hounslow,72231.70537,1995,-40.17685082
Feb-95,Hounslow,71051.55852,1995,-41.15426234
Mar-95,Hounslow,72097.99411,1995,-40.28759206
Apr-95,Hounslow,71890.28339,1995,-40.45962052
May-95,Hounslow,72877.47219,1995,-39.64201913
Jun-95,Hounslow,72331.08116,1995,-40.09454662
Jul-95,Hounslow,73717.78844,1995,-38.94605932
Aug-95,Hounslow,74479.94802,1995,-38.31482978
Sep-95,Hounslow,74426.6609,1995,-38.3589628
Oct-95,Hounslow,73643.14027,1995,-39.00788381
Nov-95,Hounslow,73047.37035,1995,-39.50130748
Dec-95,Hounslow,73499.04742,1995,-39.12722321
Jan-96,Hounslow,73376.75316,1996,-39.22850875
Feb-96,Hounslow,73082.11156,1996,-39.4725344
Mar-96,Hounslow,71602.79082,1996,-40.69772526
Apr-96,Hounslow,71630.09888,1996,-40.6751084
May-96,Hounslow,72828.58776,1996,-39.68250579
Jun-96,Hounslow,74539.27162,1996,-38.26569727
Jul-96,Hounslow,75036.69207,1996,-37.8537278
Aug-96,Hounslow,73860.85514,1996,-38.82756979
Sep-96,Hounslow,74747.13788,1996,-38.09353999
Oct-96,Hounslow,73999.21897,1996,-38.71297524
Nov-96,Hounslow,75191.01495,1996,-37.72591577
Dec-96,Hounslow,76746.27799,1996,-36.4378286
Jan-97,Hounslow,78299.6068,1997,-35.15134338
Feb-97,Hounslow,77534.9236,1997,-35.78466302
Mar-97,Hounslow,77908.11126,1997,-35.4755846
Apr-97,Hounslow,81008.1963,1997,-32.90805766
May-97,Hounslow,84064.16017,1997,-30.37707238
Jun-97,Hounslow,84383.39687,1997,-30.11267679
Jul-97,Hounslow,85576.55952,1997,-29.12448543
Aug-97,Hounslow,86594.31905,1997,-28.281565
Sep-97,Hounslow,88804.60764,1997,-26.45097795
Oct-97,Hounslow,88643.07204,1997,-26.58476364
Nov-97,Hounslow,90148.80355,1997,-25.33769907
Dec-97,Hounslow,91462.53937,1997,-24.24964759
Jan-98,Hounslow,93427.63419,1998,-22.62213291
Feb-98,Hounslow,96346.58987,1998,-20.20461943
Mar-98,Hounslow,96430.67124,1998,-20.13498225
Apr-98,Hounslow,98461.80011,1998,-18.4527774
May-98,Hounslow,98010.46848,1998,-18.82657557
Jun-98,Hounslow,100370.3542,1998,-16.87209042
Jul-98,Hounslow,100864.3551,1998,-16.46295306
Aug-98,Hounslow,102691.7089,1998,-14.94951712
Sep-98,Hounslow,103553.156,1998,-14.23605648
Oct-98,Hounslow,103557.0817,1998,-14.23280517
Nov-98,Hounslow,102069.8973,1998,-15.46450881
Dec-98,Hounslow,101169.1191,1998,-16.21054392
Jan-99,Hounslow,101233.8036,1999,-16.15697146
Feb-99,Hounslow,102182.0486,1999,-15.37162378
Mar-99,Hounslow,102926.5373,1999,-14.75502947
Apr-99,Hounslow,104553.4418,1999,-13.407608
May-99,Hounslow,107062.0321,1999,-11.32996397
Jun-99,Hounslow,110970.4989,1999,-8.092925726
Jul-99,Hounslow,114020.7544,1999,-5.566668193
Aug-99,Hounslow,117900.617,1999,-2.353320288
Sep-99,Hounslow,119390.8922,1999,-1.119056814
Oct-99,Hounslow,119750.1402,1999,-0.821523389
Nov-99,Hounslow,121084.0258,1999,0.283216377
Dec-99,Hounslow,123809.1406,1999,2.540188552
Jan-00,Hounslow,128285.0144,2000,0
Feb-00,Hounslow,129267.7549,2000,0.766060248
Mar-00,Hounslow,130506.0226,2000,1.731307597
Apr-00,Hounslow,132159.5164,2000,3.020229618
May-00,Hounslow,133955.4269,2000,4.420167489
Jun-00,Hounslow,138854.2187,2000,8.238845628
Jul-00,Hounslow,141802.564,2000,10.53712288
Aug-00,Hounslow,145402.4652,2000,13.34329725
Sep-00,Hounslow,144173.3159,2000,12.38515783
Oct-00,Hounslow,140047.7975,2000,9.169257341
Nov-00,Hounslow,137271.389,2000,7.005007282
Dec-00,Hounslow,137772.8078,2000,7.395870394
Jan-01,Hounslow,143068.7849,2001,11.52416014
Feb-01,Hounslow,146554.4171,2001,14.2412602
Mar-01,Hounslow,147968.825,2001,15.34381135
Apr-01,Hounslow,147752.153,2001,15.17491243
May-01,Hounslow,150815.89,2001,17.56313916
Jun-01,Hounslow,151510.2824,2001,18.10442795
Jul-01,Hounslow,155178.7154,2001,20.96402384
Aug-01,Hounslow,157799.3292,2001,23.0068297
Sep-01,Hounslow,161879.8136,2001,26.18762554
Oct-01,Hounslow,161090.2273,2001,25.57213175
Nov-01,Hounslow,160575.6876,2001,25.17104071
Dec-01,Hounslow,159281.507,2001,24.16220846
Jan-02,Hounslow,163946.9764,2002,27.79900846
Feb-02,Hounslow,165021.3215,2002,28.6364758
Mar-02,Hounslow,165962.7855,2002,29.37036042
Apr-02,Hounslow,164995.838,2002,28.61661105
May-02,Hounslow,167564.0649,2002,30.61858058
Jun-02,Hounslow,172347.369,2002,34.3472344
Jul-02,Hounslow,176279.251,2002,37.41219255
Aug-02,Hounslow,179637.0029,2002,40.02960809
Sep-02,Hounslow,183865.0005,2002,43.32539257
Oct-02,Hounslow,185641.8437,2002,44.71046721
Nov-02,Hounslow,187485.4128,2002,46.14755564
Dec-02,Hounslow,188839.0226,2002,47.2027138
Jan-03,Hounslow,192798.4038,2003,50.28910797
Feb-03,Hounslow,193995.7435,2003,51.22245136
Mar-03,Hounslow,193664.8265,2003,50.96449683
Apr-03,Hounslow,191366.1729,2003,49.17266354
May-03,Hounslow,193575.3518,2003,50.89475003
Jun-03,Hounslow,196986.9027,2003,53.55410265
Jul-03,Hounslow,202809.2299,2003,58.09268982
Aug-03,Hounslow,202840.404,2003,58.11699048
Sep-03,Hounslow,203448.7814,2003,58.59122934
Oct-03,Hounslow,200920.6166,2003,56.62048879
Nov-03,Hounslow,202796.9732,2003,58.08313555
Dec-03,Hounslow,203931.4076,2003,58.96744336
Jan-04,Hounslow,206355.7734,2004,60.8572711
Feb-04,Hounslow,207010.3685,2004,61.36753733
Mar-04,Hounslow,206206.438,2004,60.74086203
Apr-04,Hounslow,208915.1134,2004,62.85231317
May-04,Hounslow,213996.9484,2004,66.8136761
Jun-04,Hounslow,217887.201,2004,69.84618353
Jul-04,Hounslow,217673.372,2004,69.67950077
Aug-04,Hounslow,218650.9684,2004,70.44155112
Sep-04,Hounslow,223479.5332,2004,74.20548631
Oct-04,Hounslow,225262.0315,2004,75.59496918
Nov-04,Hounslow,223433.9342,2004,74.16994124
Dec-04,Hounslow,221054.1265,2004,72.31484717
Jan-05,Hounslow,222306.2672,2005,73.29090872
Feb-05,Hounslow,222042.3343,2005,73.08516925
Mar-05,Hounslow,220399.8442,2005,71.80482477
Apr-05,Hounslow,218101.0017,2005,70.01284423
May-05,Hounslow,222725.3329,2005,73.61757641
Jun-05,Hounslow,223950.7561,2005,74.57281129
Jul-05,Hounslow,226292.5083,2005,76.39824056
Aug-05,Hounslow,222771.5139,2005,73.65357516
Sep-05,Hounslow,225055.4162,2005,75.43390961
Oct-05,Hounslow,224671.8499,2005,75.1349142
Nov-05,Hounslow,224167.2878,2005,74.74160084
Dec-05,Hounslow,222567.0169,2005,73.49416683
Jan-06,Hounslow,226228.6098,2006,76.34843076
Feb-06,Hounslow,229421.8202,2006,78.83758385
Mar-06,Hounslow,231388.4244,2006,80.3705799
Apr-06,Hounslow,233697.8897,2006,82.17084107
May-06,Hounslow,235850.4847,2006,83.8488196
Jun-06,Hounslow,238416.6561,2006,85.84918684
Jul-06,Hounslow,237016.7863,2006,84.75796835
Aug-06,Hounslow,239945.718,2006,87.04111242
Sep-06,Hounslow,242958.5743,2006,89.38967691
Oct-06,Hounslow,245178.6288,2006,91.12024109
Nov-06,Hounslow,243648.8115,2006,89.92772666
Dec-06,Hounslow,240781.1139,2006,87.69231545
Jan-07,Hounslow,242750.2226,2007,89.22726379
Feb-07,Hounslow,245807.2719,2007,91.61027736
Mar-07,Hounslow,250858.4048,2007,95.54770756
Apr-07,Hounslow,250972.1228,2007,95.63635236
May-07,Hounslow,254343.6762,2007,98.26452637
Jun-07,Hounslow,254536.0175,2007,98.41445916
Jul-07,Hounslow,263444.7577,2007,105.3589493
Aug-07,Hounslow,267986.8842,2007,108.8996018
Sep-07,Hounslow,273453.4153,2007,113.1608408
Oct-07,Hounslow,274298.6493,2007,113.8197128
Nov-07,Hounslow,271776.7195,2007,111.8538325
Dec-07,Hounslow,272510.3322,2007,112.425694
Jan-08,Hounslow,272960.0959,2008,112.7762913
Feb-08,Hounslow,272481.9039,2008,112.4035338
Mar-08,Hounslow,271908.697,2008,111.9567108
Apr-08,Hounslow,268103.0045,2008,108.9901192
May-08,Hounslow,273949.3813,2008,113.5474534
Jun-08,Hounslow,272923.2042,2008,112.7475337
Jul-08,Hounslow,270125.59,2008,110.5667535
Aug-08,Hounslow,262571.3014,2008,104.6780777
Sep-08,Hounslow,257275.5998,2008,100.5500027
Oct-08,Hounslow,253428.711,2008,97.55129793
Nov-08,Hounslow,242429.8739,2008,88.9775474
Dec-08,Hounslow,237188.5836,2008,84.8918868
Jan-09,Hounslow,234463.8896,2009,82.76794893
Feb-09,Hounslow,234540.1523,2009,82.82739679
Mar-09,Hounslow,228489.6475,2009,78.11094193
Apr-09,Hounslow,224854.9293,2009,75.27762721
May-09,Hounslow,225353.5858,2009,75.66633707
Jun-09,Hounslow,229194.75,2009,78.66057939
Jul-09,Hounslow,234915.4909,2009,83.11997859
Aug-09,Hounslow,242600.1114,2009,89.11024997
Sep-09,Hounslow,245611.6017,2009,91.45774964
Oct-09,Hounslow,245170.8722,2009,91.11419471
Nov-09,Hounslow,243703.7431,2009,89.97054663
Dec-09,Hounslow,246012.3477,2009,91.77013687
Jan-10,Hounslow,250674.7766,2010,95.40456676
Feb-10,Hounslow,253148.6206,2010,97.33296347
Mar-10,Hounslow,254111.6219,2010,98.08363673
Apr-10,Hounslow,252274.2938,2010,96.65141325
May-10,Hounslow,252846.813,2010,97.09770013
Jun-10,Hounslow,253417.7568,2010,97.54275898
Jul-10,Hounslow,260723.7884,2010,103.2379149
Aug-10,Hounslow,264626.9452,2010,106.2804813
Sep-10,Hounslow,271362.0029,2010,111.530555
Oct-10,Hounslow,262230.9376,2010,104.4127592
Nov-10,Hounslow,258705.9482,2010,101.6649797
Dec-10,Hounslow,255270.4479,2010,98.98695814
Jan-11,Hounslow,258297.828,2011,101.3468441
Feb-11,Hounslow,261281.6816,2011,103.6728006
Mar-11,Hounslow,264642.3819,2011,106.2925145
Apr-11,Hounslow,266788.5768,2011,107.965504
May-11,Hounslow,267342.6717,2011,108.3974289
Jun-11,Hounslow,264468.6237,2011,106.1570675
Jul-11,Hounslow,265635.1315,2011,107.066377
Aug-11,Hounslow,268775.5367,2011,109.5143676
Sep-11,Hounslow,269440.9479,2011,110.0330652
Oct-11,Hounslow,268203.6842,2011,109.0686005
Nov-11,Hounslow,261369.5025,2011,103.7412583
Dec-11,Hounslow,259015.1188,2011,101.9059826
Jan-12,Hounslow,257406.2938,2012,100.6518805
Feb-12,Hounslow,260827.631,2012,103.3188617
Mar-12,Hounslow,257915.2384,2012,101.0486101
Apr-12,Hounslow,260539.7119,2012,103.0944246
May-12,Hounslow,262525.1703,2012,104.6421178
Jun-12,Hounslow,267724.8606,2012,108.6953506
Jul-12,Hounslow,272301.0974,2012,112.2625925
Aug-12,Hounslow,273857.9573,2012,113.4761871
Sep-12,Hounslow,276541.8883,2012,115.5683496
Oct-12,Hounslow,276190.8418,2012,115.2947038
Nov-12,Hounslow,275007.5726,2012,114.3723286
Dec-12,Hounslow,274659.2816,2012,114.1008308
Jan-13,Hounslow,272498.1196,2013,112.4161742
Feb-13,Hounslow,270716.9318,2013,111.0277128
Mar-13,Hounslow,278596.4844,2013,117.1699366
Apr-13,Hounslow,286085.5245,2013,123.0077502
May-13,Hounslow,293606.1205,2013,128.8701622
Jun-13,Hounslow,290397.6297,2013,126.3690978
Jul-13,Hounslow,291505.3795,2013,127.2326046
Aug-13,Hounslow,296701.0405,2013,131.2826965
Sep-13,Hounslow,300388.3361,2013,134.156996
Oct-13,Hounslow,303708.5165,2013,136.7451241
Nov-13,Hounslow,301045.7839,2013,134.669486
Dec-13,Hounslow,301677.6076,2013,135.1620016
Jan-14,Hounslow,302920.1346,2014,136.1305691
Feb-14,Hounslow,303205.767,2014,136.3532237
Mar-14,Hounslow,306568.8208,2014,138.9747721
Apr-14,Hounslow,304118.9063,2014,137.0650288
May-14,Hounslow,309376.6946,2014,141.1635498
Jun-14,Hounslow,313803.072,2014,144.6139742
Jul-14,Hounslow,331298.3357,2014,158.251782
Aug-14,Hounslow,341611.4653,2014,166.2910137
Sep-14,Hounslow,347664.2764,2014,171.0092664
Oct-14,Hounslow,346245.8313,2014,169.9035682
Nov-14,Hounslow,345726.6763,2014,169.4988794
Dec-14,Hounslow,341770.2641,2014,166.4147997
Jan-15,Hounslow,335139.7533,2015,161.2462218
Feb-15,Hounslow,329890.4346,2015,157.154303
Mar-15,Hounslow,335899.6108,2015,161.8385416
Apr-15,Hounslow,339849.4833,2015,164.9175236
May-15,Hounslow,347485.2458,2015,170.8697095
Jun-15,Hounslow,349265.1715,2015,172.257187
Jul-15,Hounslow,354912.452,2015,176.6593227
Aug-15,Hounslow,358655.0071,2015,179.5766979
Sep-15,Hounslow,365748.909,2015,185.1064957
Oct-15,Hounslow,364874.5333,2015,184.4249073
Nov-15,Hounslow,366733.9608,2015,185.8743576
Dec-15,Hounslow,368802.3285,2015,187.4866797
Jan-16,Hounslow,375818.4093,2016,192.9558149
Feb-16,Hounslow,376990.9994,2016,193.8698656
Mar-16,Hounslow,382232.2923,2016,197.9555282
Apr-16,Hounslow,383043.2171,2016,198.5876557
May-16,Hounslow,392697.2766,2016,206.1131329
Jun-16,Hounslow,388954.5968,2016,203.1956606
Jul-16,Hounslow,395610.8316,2016,208.3842906
Aug-16,Hounslow,398008.0826,2016,210.252982
Sep-16,Hounslow,388795.6349,2016,203.0717475
Oct-16,Hounslow,384390.9191,2016,199.6382086
Nov-16,Hounslow,379541.9879,2016,195.8583975
Dec-16,Hounslow,391460.2201,2016,205.1488297
Jan-17,Hounslow,399157.3596,2017,211.1488598
Feb-17,Hounslow,400436.9371,2017,212.1463087
Mar-17,Hounslow,410459.3154,2017,219.9588957
Apr-17,Hounslow,410358.113,2017,219.880007
May-17,Hounslow,404888.6679,2017,215.6164964
Jun-17,Hounslow,395163.3212,2017,208.0354499
Jul-17,Hounslow,394568.1119,2017,207.5714757
Aug-17,Hounslow,402392.6427,2017,213.6708092
Sep-17,Hounslow,397359.5869,2017,209.7474703
Oct-17,Hounslow,397338.8595,2017,209.731313
Nov-17,Hounslow,394683.0891,2017,207.6611021
Dec-17,Hounslow,404048.3997,2017,214.9614954
Jan-18,Hounslow,402928.0251,2018,214.0881474
Feb-18,Hounslow,401662.4527,2018,213.1016156
Mar-18,Hounslow,393946.1335,2018,207.0866347
Apr-18,Hounslow,387621.1335,2018,202.1562069
May-18,Hounslow,390499.2242,2018,204.3997197
Jun-18,Hounslow,399964.6001,2018,211.7781153
Jul-18,Hounslow,404184.2172,2018,215.0673671
Aug-18,Hounslow,396289.9104,2018,208.9136422
Sep-18,Hounslow,388292.4328,2018,202.6794943
Oct-18,Hounslow,392468.4393,2018,205.9347509
Nov-18,Hounslow,400685.0671,2018,212.3397296
Dec-18,Hounslow,401032.5217,2018,212.6105754
Jan-19,Hounslow,397052.1735,2019,209.5078372
