date,Borough,Price,Year,PricePercent
Jan-95,City of London,91448.98487,1995,-47.36399681
Feb-95,City of London,82202.77314,1995,-52.68591078
Mar-95,City of London,79120.70256,1995,-54.45988211
Apr-95,City of London,77101.20804,1995,-55.62225827
May-95,City of London,84409.14932,1995,-51.41596969
Jun-95,City of London,94900.51244,1995,-45.37737426
Jul-95,City of London,110128.0423,1995,-36.61274651
Aug-95,City of London,112329.4376,1995,-35.3456723
Sep-95,City of London,104473.1096,1995,-39.86760009
Oct-95,City of London,108038.1181,1995,-37.81566043
Nov-95,City of London,117635.614,1995,-32.2915551
Dec-95,City of London,127232.4459,1995,-26.76783195
Jan-96,City of London,108998.6449,1996,-37.26280255
Feb-96,City of London,93356.69814,1996,-46.26595945
Mar-96,City of London,93706.70087,1996,-46.06450566
Apr-96,City of London,120542.7871,1996,-30.61825087
May-96,City of London,112050.079,1996,-35.5064649
Jun-96,City of London,114226.1868,1996,-34.25394562
Jul-96,City of London,97546.65538,1996,-43.85431319
Aug-96,City of London,114178.9615,1996,-34.28112745
Sep-96,City of London,108138.3441,1996,-37.75797257
Oct-96,City of London,98934.21106,1996,-43.05566698
Nov-96,City of London,99706.77553,1996,-42.61099604
Dec-96,City of London,106426.6463,1996,-38.74318778
Jan-97,City of London,116343.2632,1997,-33.03540349
Feb-97,City of London,111142.2413,1997,-36.0289961
Mar-97,City of London,107487.7721,1997,-38.13242735
Apr-97,City of London,108480.1265,1997,-37.56125022
May-97,City of London,115453.1138,1997,-33.54775371
Jun-97,City of London,118316.6328,1997,-31.89957581
Jul-97,City of London,117033.8026,1997,-32.63794436
Aug-97,City of London,113584.7062,1997,-34.62316759
Sep-97,City of London,115159.3603,1997,-33.71683169
Oct-97,City of London,121251.0481,1997,-30.21059158
Nov-97,City of London,131074.4707,1997,-24.55644787
Dec-97,City of London,130034.7709,1997,-25.15487596
Jan-98,City of London,124381.6148,1998,-28.40870697
Feb-98,City of London,143828.6637,1998,-17.21541785
Mar-98,City of London,156508.2157,1998,-9.917349524
Apr-98,City of London,163402.8902,1998,-5.94892812
May-98,City of London,143625.206,1998,-17.33252358
Jun-98,City of London,132250.9156,1998,-23.87931233
Jul-98,City of London,140377.131,1998,-19.20204335
Aug-98,City of London,148993.1355,1998,-14.24286266
Sep-98,City of London,152806.8225,1998,-12.04778918
Oct-98,City of London,162019.7074,1998,-6.745057397
Nov-98,City of London,152387.1579,1998,-12.2893388
Dec-98,City of London,155801.2742,1998,-10.32424934
Jan-99,City of London,149142.8994,1999,-14.15666189
Feb-99,City of London,164544.6832,1999,-5.291737446
Mar-99,City of London,174586.171,1999,0.487919754
Apr-99,City of London,191157.4832,1999,10.02599875
May-99,City of London,191080.7478,1999,9.981831559
Jun-99,City of London,185993.3245,1999,7.053623779
Jul-99,City of London,164056.0744,1999,-5.572969811
Aug-99,City of London,160904.9707,1999,-7.386675066
Sep-99,City of London,166192.6431,1999,-4.343208354
Oct-99,City of London,163490.4727,1999,-5.898517579
Nov-99,City of London,175142.6311,1999,0.80820582
Dec-99,City of London,169308.6414,1999,-2.549708987
Jan-00,City of London,173738.4667,2000,0
Feb-00,City of London,174151.8041,2000,0.237907821
Mar-00,City of London,178338.5158,2000,2.647686023
Apr-00,City of London,183100.9126,2000,5.388815775
May-00,City of London,175040.6662,2000,0.74951709
Jun-00,City of London,198191.0327,2000,14.07435352
Jul-00,City of London,214852.4149,2000,23.6642748
Aug-00,City of London,221951.7129,2000,27.75047295
Sep-00,City of London,223175.1674,2000,28.45466617
Oct-00,City of London,245062.2886,2000,41.05240667
Nov-00,City of London,321773.1354,2000,85.20546515
Dec-00,City of London,314772.1892,2000,81.17587612
Jan-01,City of London,284262.1358,2001,63.61496748
Feb-01,City of London,198137.0177,2001,14.04326368
Mar-01,City of London,189033.0279,2001,8.803209497
Apr-01,City of London,205494.0961,2001,18.2778345
May-01,City of London,223458.8283,2001,28.61793507
Jun-01,City of London,242434.957,2001,39.540173
Jul-01,City of London,230699.9169,2001,32.78574474
Aug-01,City of London,231632.1327,2001,33.32230743
Sep-01,City of London,229805.5523,2001,32.27096835
Oct-01,City of London,263886.6637,2001,51.8872986
Nov-01,City of London,346458.1362,2001,99.41360298
Dec-01,City of London,362204.1887,2001,108.4766808
Jan-02,City of London,344238.8808,2002,98.13624889
Feb-02,City of London,284014.6085,2002,63.47249627
Mar-02,City of London,253696.9019,2002,46.02229818
Apr-02,City of London,245313.2021,2002,41.19682691
May-02,City of London,227281.2922,2002,30.81806034
Jun-02,City of London,253129.5938,2002,45.69576825
Jul-02,City of London,262427.6098,2002,51.0474996
Aug-02,City of London,274016.311,2002,57.71769845
Sep-02,City of London,277047.415,2002,59.46233454
Oct-02,City of London,271940.9004,2002,56.52313823
Nov-02,City of London,280282.7987,2002,61.32454949
Dec-02,City of London,262197.4052,2002,50.91499895
Jan-03,City of London,261644.8346,2003,50.5969516
Feb-03,City of London,263992.3993,2003,51.94815766
Mar-03,City of London,291969.1576,2003,68.05095794
Apr-03,City of London,295174.1867,2003,69.89570146
May-03,City of London,284860.3155,2003,63.95926643
Jun-03,City of London,267208.0559,2003,53.79901813
Jul-03,City of London,260203.9343,2003,49.76760141
Aug-03,City of London,245448.8758,2003,41.27491767
Sep-03,City of London,243183.6337,2003,39.97109467
Oct-03,City of London,252980.2777,2003,45.60982522
Nov-03,City of London,277515.3027,2003,59.7316403
Dec-03,City of London,305556.4369,2003,75.87149392
Jan-04,City of London,326913.3017,2004,88.16403063
Feb-04,City of London,301092.4798,2004,73.30213943
Mar-04,City of London,272730.5674,2004,56.97765301
Apr-04,City of London,269513.8388,2004,55.12617552
May-04,City of London,280061.698,2004,61.19728884
Jun-04,City of London,297421.2464,2004,71.18905908
Jul-04,City of London,298293.0414,2004,71.6908449
Aug-04,City of London,307093.9651,2004,76.75646098
Sep-04,City of London,305126.0201,2004,75.62375558
Oct-04,City of London,289912.3833,2004,66.86712437
Nov-04,City of London,333074.7327,2004,91.71041337
Dec-04,City of London,331161.3274,2004,90.60909981
Jan-05,City of London,330363.0634,2005,90.14963679
Feb-05,City of London,288867.0291,2005,66.26544172
Mar-05,City of London,304851.1676,2005,75.46555659
Apr-05,City of London,317397.6627,2005,82.68704031
May-05,City of London,311441.6745,2005,79.25890588
Jun-05,City of London,282866.422,2005,62.81162564
Jul-05,City of London,283640.706,2005,63.2572863
Aug-05,City of London,305351.3371,2005,75.75344303
Sep-05,City of London,310906.4002,2005,78.95081389
Oct-05,City of London,338836.652,2005,95.02684606
Nov-05,City of London,327255.6598,2005,88.36108434
Dec-05,City of London,339626.2727,2005,95.48133419
Jan-06,City of London,316121.4492,2006,81.95248019
Feb-06,City of London,323653.2874,2006,86.28763886
Mar-06,City of London,325106.3667,2006,87.12399901
Apr-06,City of London,319579.8523,2006,83.94306015
May-06,City of London,313125.8007,2006,80.22825149
Jun-06,City of London,304976.9241,2006,75.53793923
Jul-06,City of London,338307.1373,2006,94.72206917
Aug-06,City of London,358438.1038,2006,106.3090061
Sep-06,City of London,377545.3976,2006,117.3067397
Oct-06,City of London,365176.7441,2006,110.1876177
Nov-06,City of London,354438.3692,2006,104.0068477
Dec-06,City of London,365755.2593,2006,110.5205981
Jan-07,City of London,360923.4534,2007,107.7395181
Feb-07,City of London,399437.2419,2007,129.9071987
Mar-07,City of London,403144.195,2007,132.0408385
Apr-07,City of London,419005.3235,2007,141.1701516
May-07,City of London,411183.3015,2007,136.6679696
Jun-07,City of London,436079.0956,2007,150.9974353
Jul-07,City of London,467348.2288,2007,168.9952534
Aug-07,City of London,473887.0942,2007,172.758879
Sep-07,City of London,463524.8133,2007,166.7945804
Oct-07,City of London,456421.722,2007,162.706199
Nov-07,City of London,450830.607,2007,159.4880774
Dec-07,City of London,464276.6144,2007,167.2273004
Jan-08,City of London,471860.7928,2008,171.592585
Feb-08,City of London,453706.7078,2008,161.1434971
Mar-08,City of London,404849.3342,2008,133.0222788
Apr-08,City of London,382570.8625,2008,120.1992856
May-08,City of London,389732.9492,2008,124.3216235
Jun-08,City of London,420665.0706,2008,142.1254651
Jul-08,City of London,442351.7377,2008,154.6078287
Aug-08,City of London,472396.6233,2008,171.9009971
Sep-08,City of London,466082.0963,2008,168.2664957
Oct-08,City of London,440011.7766,2008,153.2609991
Nov-08,City of London,396155.0212,2008,128.0180254
Dec-08,City of London,387178.1834,2008,122.8511571
Jan-09,City of London,400316.7398,2009,130.4134182
Feb-09,City of London,393361.4158,2009,126.4100883
Mar-09,City of London,399220.2019,2009,129.7822753
Apr-09,City of London,345338.4591,2009,98.76914172
May-09,City of London,373504.0922,2009,114.9806541
Jun-09,City of London,348750.6391,2009,100.7331167
Jul-09,City of London,379109.4821,2009,118.206992
Aug-09,City of London,360544.6058,2009,107.5214618
Sep-09,City of London,391137.7583,2009,125.1302004
Oct-09,City of London,399867.2876,2009,130.1547235
Nov-09,City of London,397909.4409,2009,129.0278304
Dec-09,City of London,411954.5715,2009,137.1118954
Jan-10,City of London,464435.7291,2010,167.3188833
Feb-10,City of London,490525.365,2010,182.3354979
Mar-10,City of London,498240.5051,2010,186.7761611
Apr-10,City of London,458245.8825,2010,163.7561452
May-10,City of London,454928.3068,2010,161.8466224
Jun-10,City of London,428119.8388,2010,146.416264
Jul-10,City of London,420233.7714,2010,141.8772189
Aug-10,City of London,442596.574,2010,154.748751
Sep-10,City of London,455289.9049,2010,162.0547502
Oct-10,City of London,456016.1744,2010,162.4727748
Nov-10,City of London,430304.5818,2010,147.6737535
Dec-10,City of London,445015.7572,2010,156.1411791
Jan-11,City of London,442413.0072,2011,154.6430941
Feb-11,City of London,504009.3269,2011,190.0965667
Mar-11,City of London,475353.0397,2011,173.6026447
Apr-11,City of London,516318.806,2011,197.1816293
May-11,City of London,459477.3025,2011,164.4649232
Jun-11,City of London,466524.8789,2011,168.5213515
Jul-11,City of London,420435.3818,2011,141.9932614
Aug-11,City of London,421485.5504,2011,142.5977151
Sep-11,City of London,436018.6013,2011,150.9626162
Oct-11,City of London,450033.695,2011,159.0293926
Nov-11,City of London,478808.8757,2011,175.5917471
Dec-11,City of London,496290.8438,2011,185.6539794
Jan-12,City of London,525722.7477,2012,202.5943291
Feb-12,City of London,510537.1056,2012,193.853811
Mar-12,City of London,527408.2992,2012,203.5644951
Apr-12,City of London,524290.4398,2012,201.7699245
May-12,City of London,573532.3969,2012,230.1125006
Jun-12,City of London,542517.6849,2012,212.2611217
Jul-12,City of London,543036.879,2012,212.5599583
Aug-12,City of London,496168.1797,2012,185.5833766
Sep-12,City of London,525970.5038,2012,202.736932
Oct-12,City of London,521769.3586,2012,200.3188462
Nov-12,City of London,521448.2564,2012,200.1340269
Dec-12,City of London,491528.7635,2012,182.9130318
Jan-13,City of London,465451.2915,2013,167.9034185
Feb-13,City of London,499206.6764,2013,187.3322678
Mar-13,City of London,527874.0656,2013,203.8325799
Apr-13,City of London,590684.7463,2013,239.9850117
May-13,City of London,578036.862,2013,232.7051706
Jun-13,City of London,662700.2615,2013,281.4355416
Jul-13,City of London,651116.0608,2013,274.7679332
Aug-13,City of London,645847.3779,2013,271.7353964
Sep-13,City of London,529618.7799,2013,204.8367986
Oct-13,City of London,527374.2065,2013,203.5448721
Nov-13,City of London,546793.2307,2013,214.7220308
Dec-13,City of London,615401.0136,2013,254.2111458
Jan-14,City of London,625001.0388,2014,259.7367069
Feb-14,City of London,648359.4337,2014,273.1812799
Mar-14,City of London,654629.3728,2014,276.7901175
Apr-14,City of London,665262.1579,2014,282.9101123
May-14,City of London,682662.5126,2014,292.9253697
Jun-14,City of London,697309.3487,2014,301.355763
Jul-14,City of London,724282.3431,2014,316.8808191
Aug-14,City of London,761543.7308,2014,338.3276457
Sep-14,City of London,753704.1253,2014,333.815343
Oct-14,City of London,763368.662,2014,339.3780356
Nov-14,City of London,762734.8047,2014,339.0132014
Dec-14,City of London,773768.3169,2014,345.3638458
Jan-15,City of London,783666.5696,2015,351.06106
Feb-15,City of London,760549.5291,2015,337.7554053
Mar-15,City of London,767206.6402,2015,341.5870905
Apr-15,City of London,729148.105,2015,319.6814435
May-15,City of London,762814.7215,2015,339.0591997
Jun-15,City of London,776509.0356,2015,346.9413426
Jul-15,City of London,779096.6415,2015,348.430711
Aug-15,City of London,760243.0523,2015,337.5790041
Sep-15,City of London,767464.2986,2015,341.735393
Oct-15,City of London,781357.7431,2015,349.7321508
Nov-15,City of London,741727.3306,2015,326.9217662
Dec-15,City of London,713252.5637,2015,310.5323232
Jan-16,City of London,736788.4978,2016,324.0790838
Feb-16,City of London,765643.562,2016,340.6874174
Mar-16,City of London,794754.2788,2016,357.442899
Apr-16,City of London,805319.9631,2016,363.5242721
May-16,City of London,845579.4697,2016,386.6967493
Jun-16,City of London,907964.6589,2016,422.6042777
Jul-16,City of London,911826.8147,2016,424.8272487
Aug-16,City of London,848269.375,2016,388.244999
Sep-16,City of London,780527.2848,2016,349.2541575
Oct-16,City of London,792664.2518,2016,356.2399259
Nov-16,City of London,818662.7343,2016,371.2040746
Dec-16,City of London,811785.7228,2016,367.2458197
Jan-17,City of London,820304.9815,2017,372.1493156
Feb-17,City of London,820665.4429,2017,372.3567892
Mar-17,City of London,853943.0219,2017,391.5106241
Apr-17,City of London,906145.5714,2017,421.5572513
May-17,City of London,939911.6473,2017,440.9922541
Jun-17,City of London,930978.6255,2017,435.8506053
Jul-17,City of London,854797.5216,2017,392.0024551
Aug-17,City of London,847422.4928,2017,387.7575524
Sep-17,City of London,836674.3161,2017,381.5711408
Oct-17,City of London,818477.1026,2017,371.0972292
Nov-17,City of London,790158.901,2017,354.7979017
Dec-17,City of London,778001.529,2017,347.8003886
Jan-18,City of London,802128.8528,2018,361.6875399
Feb-18,City of London,783266.4909,2018,350.8307836
Mar-18,City of London,740799.1248,2018,326.3875116
Apr-18,City of London,732350.8384,2018,321.5248657
May-18,City of London,796398.6101,2018,358.3893396
Jun-18,City of London,789277.7794,2018,354.2907477
Jul-18,City of London,809696.9666,2018,366.043578
Aug-18,City of London,784143.7176,2018,351.3356958
Sep-18,City of London,800874.5283,2018,360.9655786
Oct-18,City of London,802869.0663,2018,362.1135904
Nov-18,City of London,764206.7363,2018,339.8604125
Dec-18,City of London,811694.1922,2018,367.1931367
Jan-19,City of London,865636.1043,2019,398.2409024
Feb-19,City of London,894519.909,2019,414.8657784
Mar-19,City of London,853451.0753,2019,391.2274705
Apr-19,City of London,738796.7242,2019,325.2349743
May-19,City of London,719217.5584,2019,313.9656416
Jun-19,City of London,761525.8718,2019,338.3173665
Jul-19,City of London,756407.0179,2019,335.3710679
Aug-19,City of London,813769.5901,2019,368.3876896
Sep-19,City of London,810454.644,2019,366.4796803
Oct-19,City of London,826227.062,2019,375.5579335
Nov-19,City of London,772324.8186,2019,344.5330002
Dec-19,City of London,757730.1653,2019,336.1326422
Jan-20,City of London,773785.6629,2020,345.3738298
Feb-20,City of London,800015.5778,2020,360.4711858
Mar-20,City of London,836241.2841,2020,381.3218972
Apr-20,City of London,920443.9389,2020,429.7870739
May-20,City of London,918209.3301,2020,428.5008827
Jun-20,City of London,882872.1038,2020,408.1615606
Jul-20,City of London,786626.6665,2020,352.764826
Aug-20,City of London,827658.5167,2020,376.381847
Sep-20,City of London,798499.1646,2020,359.5983721
Oct-20,City of London,836807.0518,2020,381.6475405
Nov-20,City of London,769391.7847,2020,342.8448111
Dec-20,City of London,801999.0466,2020,361.6128264
Jan-21,City of London,758077.3311,2021,336.3324631
Feb-21,City of London,727871.6064,2021,318.9467193
Mar-21,City of London,725634.7478,2021,317.6592332
Apr-21,City of London,748815.166,2021,331.0013667
May-21,City of London,756082.0292,2021,335.1840117
Jun-21,City of London,773492.4577,2021,345.2050674
Jul-21,City of London,948728.5894,2021,446.06709
Aug-21,City of London,953551.3983,2021,448.8429917
Sep-21,City of London,954883.5623,2021,449.6097557
Oct-21,City of London,793389.303,2021,356.6572493
Nov-21,City of London,799674.7093,2021,360.2749895
Dec-21,City of London,809376.0744,2021,365.8588796
Jan-22,City of London,791256.5553,2022,355.4296871
Feb-22,City of London,812252.9563,2022,367.5147489
Mar-22,City of London,781352.0628,2022,349.7288814
Apr-22,City of London,812591.309,2022,367.7094972
May-22,City of London,799112.9002,2022,359.9516246
Jun-22,City of London,825336.8846,2022,375.0455672
Jul-22,City of London,809467.0053,2022,365.9112174
Aug-22,City of London,807647.0386,2022,364.863685
Sep-22,City of London,783570.1812,2022,351.005581
Jan-95,Barking and Dagenham,50460.2266,1995,-29.00844245
Feb-95,Barking and Dagenham,51085.77983,1995,-28.12836321
Mar-95,Barking and Dagenham,51268.96956,1995,-27.87063697
Apr-95,Barking and Dagenham,53133.50526,1995,-25.24745625
May-95,Barking and Dagenham,53042.24852,1995,-25.37584367
Jun-95,Barking and Dagenham,53700.34831,1995,-24.44997527
Jul-95,Barking and Dagenham,52113.12157,1995,-26.68301516
Aug-95,Barking and Dagenham,52232.19868,1995,-26.51548778
Sep-95,Barking and Dagenham,51471.61353,1995,-27.58554093
Oct-95,Barking and Dagenham,51513.7576,1995,-27.52624922
Nov-95,Barking and Dagenham,50848.67787,1995,-28.46193756
Dec-95,Barking and Dagenham,50945.18535,1995,-28.32616298
Jan-96,Barking and Dagenham,50828.11236,1996,-28.4908708
Feb-96,Barking and Dagenham,51440.74603,1996,-27.62896784
Mar-96,Barking and Dagenham,51907.0727,1996,-26.97290149
Apr-96,Barking and Dagenham,51724.02571,1996,-27.23042691
May-96,Barking and Dagenham,51735.7298,1996,-27.21396064
Jun-96,Barking and Dagenham,50761.40069,1996,-28.58472621
Jul-96,Barking and Dagenham,50621.10709,1996,-28.78210267
Aug-96,Barking and Dagenham,51104.69052,1996,-28.10175811
Sep-96,Barking and Dagenham,51892.72348,1996,-26.99308914
Oct-96,Barking and Dagenham,52533.15395,1996,-26.09207939
Nov-96,Barking and Dagenham,52216.03501,1996,-26.53822814
Dec-96,Barking and Dagenham,53853.51494,1996,-24.23448798
Jan-97,Barking and Dagenham,54459.03334,1997,-23.38259537
Feb-97,Barking and Dagenham,55451.49402,1997,-21.98632083
Mar-97,Barking and Dagenham,55004.76789,1997,-22.61481154
Apr-97,Barking and Dagenham,55279.86088,1997,-22.22778831
May-97,Barking and Dagenham,54936.9351,1997,-22.71024424
Jun-97,Barking and Dagenham,55286.72367,1997,-22.21813318
Jul-97,Barking and Dagenham,55658.87201,1997,-21.69456458
Aug-97,Barking and Dagenham,56506.703,1997,-20.50176687
Sep-97,Barking and Dagenham,56306.31587,1997,-20.78368781
Oct-97,Barking and Dagenham,57200.18147,1997,-19.52612487
Nov-97,Barking and Dagenham,57575.30439,1997,-18.99837139
Dec-97,Barking and Dagenham,58024.95607,1997,-18.36576477
Jan-98,Barking and Dagenham,57558.99414,1998,-19.02131797
Feb-98,Barking and Dagenham,57360.29869,1998,-19.30085892
Mar-98,Barking and Dagenham,57908.48029,1998,-18.52963239
Apr-98,Barking and Dagenham,59196.02788,1998,-16.71820555
May-98,Barking and Dagenham,60355.84269,1998,-15.08648359
Jun-98,Barking and Dagenham,60582.93705,1998,-14.76698874
Jul-98,Barking and Dagenham,60412.34826,1998,-15.00698695
Aug-98,Barking and Dagenham,60837.40862,1998,-14.40897741
Sep-98,Barking and Dagenham,61485.08509,1998,-13.49777338
Oct-98,Barking and Dagenham,62005.10759,1998,-12.76616337
Nov-98,Barking and Dagenham,62239.78472,1998,-12.43600046
Dec-98,Barking and Dagenham,63487.53798,1998,-10.68055953
Jan-99,Barking and Dagenham,64531.66938,1999,-9.211590414
Feb-99,Barking and Dagenham,64165.8862,1999,-9.72620399
Mar-99,Barking and Dagenham,63528.08617,1999,-10.62351303
Apr-99,Barking and Dagenham,63579.89636,1999,-10.55062223
May-99,Barking and Dagenham,64508.34516,1999,-9.244404826
Jun-99,Barking and Dagenham,64704.17565,1999,-8.96889454
Jul-99,Barking and Dagenham,64920.77432,1999,-8.664165885
Aug-99,Barking and Dagenham,65385.34756,1999,-8.010566405
Sep-99,Barking and Dagenham,66003.11935,1999,-7.141434723
Oct-99,Barking and Dagenham,66367.31665,1999,-6.629052292
Nov-99,Barking and Dagenham,67344.39063,1999,-5.254425019
Dec-99,Barking and Dagenham,68812.20586,1999,-3.189382978
Jan-00,Barking and Dagenham,71079.19356,2000,0
Feb-00,Barking and Dagenham,72633.03953,2000,2.186077095
Mar-00,Barking and Dagenham,73623.57292,2000,3.579640163
Apr-00,Barking and Dagenham,73800.30431,2000,3.82828028
May-00,Barking and Dagenham,75125.95318,2000,5.693311105
Jun-00,Barking and Dagenham,76939.36185,2000,8.244562152
Jul-00,Barking and Dagenham,78868.70986,2000,10.95892611
Aug-00,Barking and Dagenham,80149.97701,2000,12.76151711
Sep-00,Barking and Dagenham,81760.76299,2000,15.02770205
Oct-00,Barking and Dagenham,82501.48499,2000,16.06981011
Nov-00,Barking and Dagenham,82385.52063,2000,15.906662
Dec-00,Barking and Dagenham,81726.27865,2000,14.97918667
Jan-01,Barking and Dagenham,82343.40819,2001,15.84741479
Feb-01,Barking and Dagenham,83265.8927,2001,17.14524115
Mar-01,Barking and Dagenham,84057.86817,2001,18.25945676
Apr-01,Barking and Dagenham,83965.32209,2001,18.12925539
May-01,Barking and Dagenham,85124.00556,2001,19.75938569
Jun-01,Barking and Dagenham,86732.49661,2001,22.02234193
Jul-01,Barking and Dagenham,89194.04942,2001,25.48545496
Aug-01,Barking and Dagenham,90461.69776,2001,27.26888591
Sep-01,Barking and Dagenham,92609.96737,2001,30.29124661
Oct-01,Barking and Dagenham,93584.49761,2001,31.66229514
Nov-01,Barking and Dagenham,95917.53609,2001,34.94460374
Dec-01,Barking and Dagenham,96711.95711,2001,36.06225995
Jan-02,Barking and Dagenham,98713.31808,2002,38.8779376
Feb-02,Barking and Dagenham,100228.6947,2002,41.00989288
Mar-02,Barking and Dagenham,101633.0338,2002,42.98563153
Apr-02,Barking and Dagenham,103884.7093,2002,46.15347206
May-02,Barking and Dagenham,105760.5574,2002,48.79256798
Jun-02,Barking and Dagenham,108614.7379,2002,52.80806163
Jul-02,Barking and Dagenham,111983.2592,2002,57.54717181
Aug-02,Barking and Dagenham,115548.3583,2002,62.56284366
Sep-02,Barking and Dagenham,118330.7691,2002,66.47736584
Oct-02,Barking and Dagenham,122940.4789,2002,72.96268112
Nov-02,Barking and Dagenham,127315.7005,2002,79.1180993
Dec-02,Barking and Dagenham,131709.3326,2002,85.29941886
Jan-03,Barking and Dagenham,134749.7876,2003,89.57697865
Feb-03,Barking and Dagenham,138195.2873,2003,94.42438832
Mar-03,Barking and Dagenham,142206.6499,2003,100.0679
Apr-03,Barking and Dagenham,142191.5142,2003,100.0466059
May-03,Barking and Dagenham,142797.0958,2003,100.8985874
Jun-03,Barking and Dagenham,141956.9902,2003,99.71665841
Jul-03,Barking and Dagenham,142222.9428,2003,100.0908222
Aug-03,Barking and Dagenham,142792.1537,2003,100.8916345
Sep-03,Barking and Dagenham,141706.8941,2003,99.36480284
Oct-03,Barking and Dagenham,145135.714,2003,104.188746
Nov-03,Barking and Dagenham,146331.1669,2003,105.8706065
Dec-03,Barking and Dagenham,149700.9371,2003,110.6114738
Jan-04,Barking and Dagenham,150115.1187,2004,111.1941782
Feb-04,Barking and Dagenham,152687.9868,2004,114.8138986
Mar-04,Barking and Dagenham,153591.0097,2004,116.0843448
Apr-04,Barking and Dagenham,154013.6475,2004,116.6789461
May-04,Barking and Dagenham,154360.7062,2004,117.1672165
Jun-04,Barking and Dagenham,156950.5431,2004,120.8108101
Jul-04,Barking and Dagenham,159226.8322,2004,124.013279
Aug-04,Barking and Dagenham,160620.2438,2004,125.973644
Sep-04,Barking and Dagenham,162821.4056,2004,129.0704177
Oct-04,Barking and Dagenham,164421.8541,2004,131.3220591
Nov-04,Barking and Dagenham,165172.1816,2004,132.3776809
Dec-04,Barking and Dagenham,164130.2605,2004,130.9118214
Jan-05,Barking and Dagenham,164484.085,2005,131.4096106
Feb-05,Barking and Dagenham,162323.7441,2005,128.370267
Mar-05,Barking and Dagenham,161926.6251,2005,127.8115676
Apr-05,Barking and Dagenham,162770.5255,2005,128.9988355
May-05,Barking and Dagenham,163999.6017,2005,130.728
Jun-05,Barking and Dagenham,165770.32,2005,133.2191907
Jul-05,Barking and Dagenham,162427.5637,2005,128.5163289
Aug-05,Barking and Dagenham,164000.407,2005,130.7291329
Sep-05,Barking and Dagenham,163111.2343,2005,129.4781723
Oct-05,Barking and Dagenham,164178.7001,2005,130.9799702
Nov-05,Barking and Dagenham,162695.0587,2005,128.8926626
Dec-05,Barking and Dagenham,162641.519,2005,128.8173386
Jan-06,Barking and Dagenham,162339.9562,2006,128.3930755
Feb-06,Barking and Dagenham,163023.9489,2006,129.3553721
Mar-06,Barking and Dagenham,162004.3844,2006,127.9209657
Apr-06,Barking and Dagenham,164203.9629,2006,131.015512
May-06,Barking and Dagenham,166048.3794,2006,133.6103873
Jun-06,Barking and Dagenham,169013.0192,2006,137.7812841
Jul-06,Barking and Dagenham,170203.9708,2006,139.4568119
Aug-06,Barking and Dagenham,171177.1072,2006,140.8258994
Sep-06,Barking and Dagenham,170250.5241,2006,139.5223068
Oct-06,Barking and Dagenham,170091.2864,2006,139.2982783
Nov-06,Barking and Dagenham,171598.1613,2006,141.4182726
Dec-06,Barking and Dagenham,174285.4099,2006,145.1989129
Jan-07,Barking and Dagenham,176577.4365,2007,148.4235226
Feb-07,Barking and Dagenham,177050.7197,2007,149.089376
Mar-07,Barking and Dagenham,179011.267,2007,151.8476337
Apr-07,Barking and Dagenham,179846.6376,2007,153.0229011
May-07,Barking and Dagenham,181828.37,2007,155.8109636
Jun-07,Barking and Dagenham,183476.4438,2007,158.1296081
Jul-07,Barking and Dagenham,185928.699,2007,161.5796405
Aug-07,Barking and Dagenham,187337.0586,2007,163.5610355
Sep-07,Barking and Dagenham,190223.2283,2007,167.6215342
Oct-07,Barking and Dagenham,191576.4791,2007,169.5253977
Nov-07,Barking and Dagenham,193603.0318,2007,172.3765171
Dec-07,Barking and Dagenham,192458.3172,2007,170.7660393
Jan-08,Barking and Dagenham,194235.4516,2008,173.2662568
Feb-08,Barking and Dagenham,193698.8139,2008,172.5112712
Mar-08,Barking and Dagenham,196257.3656,2008,176.1108501
Apr-08,Barking and Dagenham,192932.1292,2008,171.4326367
May-08,Barking and Dagenham,193573.4985,2008,172.3349672
Jun-08,Barking and Dagenham,190726.5908,2008,168.3297056
Jul-08,Barking and Dagenham,191066.9391,2008,168.8085353
Aug-08,Barking and Dagenham,189099.8683,2008,166.0410998
Sep-08,Barking and Dagenham,184658.623,2008,159.7927941
Oct-08,Barking and Dagenham,177920.9451,2008,150.31368
Nov-08,Barking and Dagenham,174390.2634,2008,145.3464293
Dec-08,Barking and Dagenham,169721.9009,2008,138.7785967
Jan-09,Barking and Dagenham,166798.1275,2009,134.6651941
Feb-09,Barking and Dagenham,161878.8445,2009,127.744346
Mar-09,Barking and Dagenham,156810.9823,2009,120.6144646
Apr-09,Barking and Dagenham,152209.1849,2009,114.1402811
May-09,Barking and Dagenham,148432.876,2009,108.8274621
Jun-09,Barking and Dagenham,150193.6379,2009,111.3046454
Jul-09,Barking and Dagenham,154105.1492,2009,116.8076781
Aug-09,Barking and Dagenham,156272.1959,2009,119.856456
Sep-09,Barking and Dagenham,155826.793,2009,119.2298269
Oct-09,Barking and Dagenham,156674.1762,2009,120.4219946
Nov-09,Barking and Dagenham,157272.1998,2009,121.2633429
Dec-09,Barking and Dagenham,160888.5891,2009,126.351174
Jan-10,Barking and Dagenham,162905.2109,2010,129.1883218
Feb-10,Barking and Dagenham,163022.5868,2010,129.3534558
Mar-10,Barking and Dagenham,162831.3359,2010,129.0843885
Apr-10,Barking and Dagenham,162755.9259,2010,128.9782955
